_id: 587e4a2f93c385b3a2e34ce1
SMARTS: [C:1]-[CH;+0:2](-[CH2;+0:3]-[C:4]=[O:5])-[N;H0;+0:7](-[C:6])-[C:8]>>[C:1]-[CH;+0:2]=[CH;+0:3]-[C:4]=[O:5].[C:6]-[NH;+0:7]-[C:8]
number of examples (rxd ids): 101
number of examples (rx ids): 60
EFG Index	Name	SMARTS	In reduced set?	Number of products with group	Fraction of products with group	Fraction of products (in general) with group	Total number of products (in general) tested	Z-score
359	Pyrrolidines (HS)	[NR1]1[CR1][CR1][CR1][CR1]1	True	10.0	0.166666666667	0.0194593023256	516000.0	-8.25080560305
360	Tetrahydrofurans (HS)	[OR1]1[CR1][CR1][CR1][CR1]1	True	7.0	0.116666666667	0.0178914728682	516000.0	-5.76977239062
361	Tetrahydrothiophenes (HS)	[SR1]1[CR1][CR1][CR1][CR1]1	True	0.0	0.0	0.000903100775194	516000.0	0.232884135368
363	Pyrrolines (HS)	[$([NR1]1=[CR1][CR1][CR1][CR1]1),$([NR1]1[CR1]=[CR1][CR1][CR1]1),$([NR1]1[CR1][CR1]=[CR1][CR1]1)]	True	0.0	0.0	0.00326744186047	516000.0	0.443496456727
364	1-Pyrrolines (HS)	[NR1]1=[CR1][CR1][CR1][CR1]1	True	0.0	0.0	0.000676356589147	516000.0	0.201516396912
365	2-Pyrrolines (HS)	[NR1]1[CR1]=[CR1][CR1][CR1]1	True	0.0	0.0	0.000598837209302	516000.0	0.189609491604
366	3-Pyrrolines (HS)	[NR1]1[CR1][CR1]=[CR1][CR1]1	True	0.0	0.0	0.00201744186047	516000.0	0.3482688345
367	Dihydrofurans (HS)	[$([OR1]1[CR1]=[CR1][CR1][CR1]1),$([OR1]1[CR1][CR1]=[CR1][CR1]1)]	True	0.0	0.0	0.00459496124031	516000.0	0.52627957756
368	2,3-Dihydrofurans (HS)	[OR1]1[CR1]=[CR1][CR1][CR1]1	True	0.0	0.0	0.00146317829457	516000.0	0.296511929549
369	2,5-Dihydrofurans (HS)	[OR1]1[CR1][CR1]=[CR1][CR1]1	True	0.0	0.0	0.00317248062016	516000.0	0.436983485314
370	Dihydrothiophenes (HS)	[$([SR1]1[CR1]=[CR1][CR1][CR1]1),$([SR1]1[CR1][CR1]=[CR1][CR1]1)]	True	0.0	0.0	0.00097480620155	516000.0	0.241961641406
371	2,3-Dihydrothiophenes (HS)	[SR1]1[CR1]=[CR1][CR1][CR1]1	True	0.0	0.0	0.000494186046512	516000.0	0.172237689027
372	2,5-Dihydrothiophenes (HS)	[SR1]1[CR1][CR1]=[CR1][CR1]1	True	0.0	0.0	0.000550387596899	516000.0	0.181773043375
374	Pyrroles (HS)	[nR1]1[cR1][cR1][cR1][cR1]1	True	0.0	0.0	0.00958914728682	516000.0	0.762180231028
375	Furans (HS)	[oR1]1[cR1][cR1][cR1][cR1]1	True	0.0	0.0	0.0138178294574	516000.0	0.916888682899
376	Thiophenes (HS)	[sR1]1[cR1][cR1][cR1][cR1]1	True	0.0	0.0	0.0126724806202	516000.0	0.877557329695
377	Indoles	[cR1]1[cR1][cR1][cR1][cR2]2[nR1][cR1][cR1][cR2]12	True	0.0	0.0	0.0136724806202	516000.0	0.911986392135
378	Benzofurans	[cR1]1[cR1][cR1][cR1][cR2]2[oR1][cR1][cR1][cR2]12	True	0.0	0.0	0.00263565891473	516000.0	0.398192653741
379	Benzothiophenes	[cR1]1[cR1][cR1][cR1][cR2]2[sR1][cR1][cR1][cR2]12	True	0.0	0.0	0.00130620155039	516000.0	0.280133155356
382	Diazolidines (HS)	[$([NR1]1[NR1][CR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1][CR1]1)]	True	0.0	0.0	0.00360852713178	516000.0	0.466149819269
383	Pyrazolidines (HS)	[NR1]1[NR1][CR1][CR1][CR1]1	True	0.0	0.0	0.000531007751938	516000.0	0.178542404738
384	Imidazolidines (HS)	[NR1]1[CR1][NR1][CR1][CR1]1	True	0.0	0.0	0.00307751937984	516000.0	0.430373231158
385	Dioxolanes (HS)	[$([OR1]1[OR1][CR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1][CR1]1)]	True	0.0	0.0	0.0086007751938	516000.0	0.721472724011
386	1,2-Dioxolanes (HS)	[OR1]1[OR1][CR1][CR1][CR1]1	True	0.0	0.0	0.000110465116279	516000.0	0.0814164548786
387	1,3-Dioxolanes (HS)	[OR1]1[CR1][OR1][CR1][CR1]1	True	0.0	0.0	0.00849031007752	516000.0	0.716784661615
388	Dithiolanes (HS)	[$([SR1]1[SR1][CR1][CR1][CR1]1),$([SR1]1[CR1][SR1][CR1][CR1]1)]	True	0.0	0.0	0.000763565891473	516000.0	0.214123698172
389	1,2-Dithiolanes (HS)	[SR1]1[SR1][CR1][CR1][CR1]1	True	0.0	0.0	7.55813953488e-05	516000.0	0.0673440900141
390	1,3-Dithiolanes (HS)	[SR1]1[CR1][SR1][CR1][CR1]1	True	0.0	0.0	0.000687984496124	516000.0	0.20324243005
392	Pyrazolines (HS)	[$([NR1]1=[NR1][CR1][CR1][CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1]1),$([NR1]1[NR1][CR1]=[CR1][CR1]1)]	True	0.0	0.0	0.00301937984496	516000.0	0.426276181125
393	1-Pyrazolines (HS)	[NR1]1=[NR1][CR1][CR1][CR1]1	True	0.0	0.0	0.000286821705426	516000.0	0.131203045578
394	2-Pyrazolines (HS)	[NR1]1[NR1]=[CR1][CR1][CR1]1	True	0.0	0.0	0.00273255813953	516000.0	0.405465998589
395	Imidazolines (HS)	[$([NR1]1=[CR1][NR1][CR1][CR1]1),$([NR1]1[CR1][NR1]=[CR1][CR1]1),$([NR1]1[CR1][NR1][CR1]=[CR1]1)]	True	0.0	0.0	0.00181201550388	516000.0	0.330027678957
396	2-Imidazolines (HS)	[NR1]1=[CR1][NR1][CR1][CR1]1	True	0.0	0.0	0.00143410852713	516000.0	0.293547397363
397	3-Imidazolines (HS)	[NR1]1[CR1][NR1]=[CR1][CR1]1	True	0.0	0.0	0.00031007751938	516000.0	0.136420017465
398	4-Imidazolines (HS)	[NR1]1[CR1][NR1][CR1]=[CR1]1	True	0.0	0.0	7.94573643411e-05	516000.0	0.0690494073463
399	Dioxolenes (HS)	[$([OR1]1[OR1][CR1]=[CR1][CR1]1),$([OR1]1[CR1][OR1][CR1]=[CR1]1)]	True	0.0	0.0	4.06976744186e-05	516000.0	0.0494161900155
400	1,2-Dioxolenes (HS)	[OR1]1[OR1][CR1]=[CR1][CR1]1	True	0.0	0.0	0.0	516000.0	nan
401	1,3-Dioxolenes (HS)	[OR1]1[CR1][OR1][CR1]=[CR1]1	True	0.0	0.0	4.06976744186e-05	516000.0	0.0494161900155
402	Dithiolenes (HS)	[$([SR1]1[SR1][CR1]=[CR1][CR1]1),$([SR1]1[CR1][SR1][CR1]=[CR1]1)]	True	0.0	0.0	0.000877906976744	516000.0	0.229609880213
403	1,2-Dithiolenes (HS)	[SR1]1[SR1][CR1]=[CR1][CR1]1	True	0.0	0.0	0.000153100775194	516000.0	0.0958512021534
404	1,3-Dithiolenes (HS)	[SR1]1[CR1][SR1][CR1]=[CR1]1	True	0.0	0.0	0.00072480620155	516000.0	0.208614265878
406	Diazoles (HS)	[$([nR1]1[nR1][cR1][cR1][cR1]1),$([nR1]1[cR1][nR1][cR1][cR1]1)]	True	0.0	0.0	0.0167771317829	516000.0	1.01183120003
407	Pyrazoles (HS)	[nR1]1[nR1][cR1][cR1][cR1]1	True	0.0	0.0	0.00861821705426	516000.0	0.722210257653
408	Imidazoles (HS)	[nR1]1[cR1][nR1][cR1][cR1]1	True	0.0	0.0	0.00818798449612	516000.0	0.703799963422
409	Oxazoles (HS)	[$([oR1]1[nR1][cR1][cR1][cR1]1),$([oR1]1[cR1][nR1][cR1][cR1]1)]	True	0.0	0.0	0.00488565891473	516000.0	0.542750935521
410	1,2-Oxazoles (HS)	[oR1]1[nR1][cR1][cR1][cR1]1	True	0.0	0.0	0.00306395348837	516000.0	0.429420706536
411	1,3-Oxazoles (HS)	[oR1]1[cR1][nR1][cR1][cR1]1	True	0.0	0.0	0.00183139534884	516000.0	0.331791059568
412	Thiazoles (HS)	[$([sR1]1[nR1][cR1][cR1][cR1]1),$([sR1]1[cR1][nR1][cR1][cR1]1)]	True	0.0	0.0	0.0073488372093	516000.0	0.666478929621
413	1,2-Thiazoles (HS)	[sR1]1[nR1][cR1][cR1][cR1]1	True	0.0	0.0	0.000364341085271	516000.0	0.1478797882
414	1,3-Thiazoles (HS)	[sR1]1[cR1][nR1][cR1][cR1]1	True	0.0	0.0	0.007	516000.0	0.650354040826
417	Triazolidines (HS)	[$([NR1]1[NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][CR1][NR1][CR1]1)]	True	0.0	0.0	5.81395348837e-05	516000.0	0.0590641591286
418	1,2,3-Triazolidines (HS)	[NR1]1[NR1][NR1][CR1][CR1]1	True	0.0	0.0	1.93798449612e-06	516000.0	0.0107832877681
419	1,2,4-Triazolidines (HS)	[NR1]1[NR1][CR1][NR1][CR1]1	True	0.0	0.0	5.62015503876e-05	516000.0	0.0580713572144
420	Trioxolanes (HS)	[$([OR1]1[OR1][OR1][CR1][CR1]1),$([OR1]1[OR1][CR1][OR1][CR1]1)]	True	0.0	0.0	0.000232558139535	516000.0	0.118138620894
421	1,2,3-Trioxolanes (HS)	[OR1]1[OR1][OR1][CR1][CR1]1	True	0.0	0.0	0.0	516000.0	nan
422	1,2,4-Trioxolanes (HS)	[OR1]1[OR1][CR1][OR1][CR1]1	True	0.0	0.0	0.000232558139535	516000.0	0.118138620894
423	Trithiolanes (HS)	[$([SR1]1[SR1][SR1][CR1][CR1]1),$([SR1]1[SR1][CR1][SR1][CR1]1)]	True	0.0	0.0	4.06976744186e-05	516000.0	0.0494161900155
424	1,2,3-Trithiolanes (HS)	[SR1]1[SR1][SR1][CR1][CR1]1	True	0.0	0.0	0.0	516000.0	nan
425	1,2,4-Trithiolanes (HS)	[SR1]1[SR1][CR1][SR1][CR1]1	True	0.0	0.0	4.06976744186e-05	516000.0	0.0494161900155
427	1,2,3-Triazolines (HS)	[$([NR1]1=[NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][NR1][CR1][CR1]=1),$([NR1]1[NR1][NR1][CR1]=[CR1]1)]	True	0.0	0.0	0.000306201550388	516000.0	0.135564448346
428	1,2,4-Triazolines (HS)	[$([NR1]1=[NR1][CR1][NR1][CR1]1),$([NR1]1[NR1]=[CR1][NR1][CR1]1),$([NR1]1[NR1][CR1]=[NR1][CR1]1)]	True	0.0	0.0	0.000174418604651	516000.0	0.102308072488
429	1,2,3-Trioxoles (HS)	[OR1]1[OR1][OR1][CR1]=[CR1]1	True	0.0	0.0	0.0	516000.0	nan
430	1,2,3-Trithioles (HS)	[SR1]1[SR1][SR1][CR1]=[CR1]1	True	0.0	0.0	0.0	516000.0	nan
432	Triazoles (HS)	[$([nR1]1[nR1][nR1][cR1][cR1]1),$([nR1]1[nR1][cR1][nR1][cR1]1)]	True	0.0	0.0	0.00637984496124	516000.0	0.62068368428
433	1,2,3-Triazoles (HS)	[nR1]1[nR1][nR1][cR1][cR1]1	True	0.0	0.0	0.00184496124031	516000.0	0.33301991082
434	1,2,4-Triazoles (HS)	[nR1]1[nR1][cR1][nR1][cR1]1	True	0.0	0.0	0.00456782945736	516000.0	0.524716370272
435	Oxadiazoles (HS)	[$([oR1]1[nR1][nR1][cR1][cR1]1),$([oR1]1[nR1][cR1][nR1][cR1]1),$([oR1]1[nR1][cR1][cR1][nR1]1),$([oR1]1[cR1][nR1][nR1][cR1]1)]	True	0.0	0.0	0.00381782945736	516000.0	0.479528482953
436	1,2,3-Oxadiazoles (HS)	[oR1]1[nR1][nR1][cR1][cR1]1	True	0.0	0.0	0.000399224806202	516000.0	0.154800044914
437	1,2,4-Oxadiazoles (HS)	[oR1]1[nR1][cR1][nR1][cR1]1	True	0.0	0.0	0.000728682170543	516000.0	0.209171719927
438	1,2,5-Oxadiazoles (furazanes) (HS)	[oR1]1[nR1][cR1][cR1][nR1]1	True	0.0	0.0	0.000480620155039	516000.0	0.169856039333
439	1,3,4-Oxadiazoles (HS)	[oR1]1[cR1][nR1][nR1][cR1]1	True	0.0	0.0	0.00223255813953	516000.0	0.366405760813
442	Tetrazolidines (HS)	[NR1]1[NR1][NR1][NR1][CR1]1	True	0.0	0.0	3.87596899225e-06	516000.0	0.0152498865839
443	Tetraoxolanes (HS)	[OR1]1[OR1][OR1][OR1][CR1]1	True	0.0	0.0	0.0	516000.0	nan
444	Tetrathiolanes (HS)	[SR1]1[SR1][SR1][SR1][CR1]1	True	0.0	0.0	0.0	516000.0	nan
447	Tetrazoles (HS)	[nR1]1[nR1][nR1][nR1][cR1]1	True	0.0	0.0	0.00227713178295	516000.0	0.370053645389
448	Oxatriazoles (HS)	[$([oR1]1[nR1][nR1][nR1][cR1]1),$([oR1]1[nR1][nR1][cR1][nR1]1)]	True	0.0	0.0	1.93798449612e-06	516000.0	0.0107832877681
449	1,2,3,4-Oxatriazoles (HS)	[oR1]1[nR1][nR1][nR1][cR1]1	True	0.0	0.0	1.93798449612e-06	516000.0	0.0107832877681
450	1,2,3,5-Oxatriazoles (HS)	[oR1]1[nR1][nR1][cR1][nR1]1	True	0.0	0.0	0.0	516000.0	nan
451	Thiatriazoles (HS)	[$([sR1]1[nR1][nR1][nR1][cR1]1),$([sR1]1[nR1][nR1][cR1][nR1]1)]	True	0.0	0.0	8.33333333333e-05	516000.0	0.0707136242385
452	1,2,3,4-Thiatriazoles (HS)	[sR1]1[nR1][nR1][nR1][cR1]1	True	0.0	0.0	6.78294573643e-05	516000.0	0.0637968923899
453	1,2,3,5-Thiatriazoles (HS)	[sR1]1[nR1][nR1][cR1][nR1]1	True	0.0	0.0	1.5503875969e-05	516000.0	0.0304999504737
456	Pentazolidines (HS)	[NR1]1[NR1][NR1][NR1][NR1]1	True	0.0	0.0	0.0	516000.0	nan
457	Pentaoxolanes (HS)	[OR1]1[OR1][OR1][OR1][OR1]1	True	0.0	0.0	0.0	516000.0	nan
458	Pentathiolanes (HS)	[SR1]1[SR1][SR1][SR1][SR1]1	True	0.0	0.0	0.0	516000.0	nan
461	Pentazoles	[nR1]1[nR1][nR1][nR1][nR1]1	True	0.0	0.0	0.0	516000.0	nan
489	Piperidines (HS)	[NR1]1[CR1][CR1][CR1][CR1][CR1]1	True	19.0	0.316666666667	0.0193313953488	516000.0	-16.7118201304
490	Tetrahydropyrans (HS)	[OR1]1[CR1][CR1][CR1][CR1][CR1]1	True	2.0	0.0333333333333	0.0291182170543	516000.0	-0.194173887647
491	Tetrahydrothiopyrans (HS)	[SR1]1[CR1][CR1][CR1][CR1][CR1]1	True	0.0	0.0	0.000711240310078	516000.0	0.206651369316
493	Tetrahydropyridines (HS)	[$([NR1]1=[CR1][CR1][CR1][CR1][CR1]1),$([NR1]1[CR1]=[CR1][CR1][CR1][CR1]1),$([NR1]1[CR1][CR1]=[CR1][CR1][CR1]1)]	True	1.0	0.0166666666667	0.00262790697674	516000.0	-2.12329844365
494	Dihydropyridines (HS)	[$([NR1]1=[CR1][CR1]-,=[CR1]-,=[CR1][CR1]1),$([NR1]1[CR1]=[CR1][CR1][CR1]-,=[CR1]-,=1),$([NR1]1[CR1]=[CR1][CR1]=[CR1][CR1]1)]	True	0.0	0.0	0.00422868217054	516000.0	0.504775460819
495	Pyrans (HS)	[OR1]1[CR1]=[CR1][CR1]-,=[CR1]-,=[CR1]1	True	0.0	0.0	0.00225775193798	516000.0	0.368472006095
496	Thiopyrans (HS)	[SR1]1[CR1]=[CR1][CR1]-,=[CR1]-,=[CR1]1	True	0.0	0.0	0.000567829457364	516000.0	0.184632396938
498	Pyridines (HS)	[nR1]1[cR1][cR1][cR1][cR1][cR1]1	True	0.0	0.0	0.0386879844961	516000.0	1.55392651208
501	Hexahydrodiazines	[$([NR1]1[NR1][CR1][CR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1][CR1][CR1]1),$([NR1]1[CR1][CR1][NR1][CR1][CR1]1)]	True	4.0	0.0666666666667	0.0137228682171	516000.0	-3.52409428136
502	Dioxanes	[$([OR1]1[OR1][CR1][CR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1][CR1][CR1]1),$([OR1]1[CR1][CR1][OR1][CR1][CR1]1)]	True	0.0	0.0	0.00387209302326	516000.0	0.482937427701
503	Dithianes	[$([SR1]1[SR1][CR1][CR1][CR1][CR1]1),$([SR1]1[CR1][SR1][CR1][CR1][CR1]1),$([SR1]1[CR1][CR1][SR1][CR1][CR1]1)]	True	0.0	0.0	0.00229457364341	516000.0	0.371471415228
504	Morpholines	[NR1]1[CR1][CR1][OR1][CR1][CR1]1	True	10.0	0.166666666667	0.0139263565891	516000.0	-10.0892248733
506	Tetrahydrodiazines (HS)	[$([NR1]1=[NR1][CR1][CR1][CR1][CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1][CR1]1),$([NR1]1[NR1][CR1]=[CR1][CR1][CR1]1),$([NR1]1[NR1][CR1][CR1]=[CR1][CR1]1),$([NR1]1=[CR1][CR1][NR1][CR1][CR1]1),$([NR1]1[CR1]=[CR1][NR1][CR1][CR1]1),$([NR1]1=[CR1][NR1][CR1][CR1][CR1]1),$([NR1]1[CR1][NR1]=[CR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1]=[CR1][CR1]1)]	True	0.0	0.0	0.00120348837209	516000.0	0.26887971282
507	Dihydrodiazines (HS)	[$([NR1]1=[NR1][CR1]=[CR1][CR1][CR1]1),$([NR1]1=[NR1][CR1]=[CR1][CR1][CR1]1),$([NR1]1[NR1][CR1]=[CR1][CR1]=[CR1]1),$([NR1]1[NR1]=[CR1][CR1]=[CR1][CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1]=[CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1][CR1]=1),$([NR1]1[CR1][NR1]=[CR1][CR1][CR1]=1),$([NR1]1=[CR1][NR1]=[CR1][CR1][CR1]1),$([NR1]1=[CR1][NR1][CR1]=[CR1][CR1]1),$([NR1]1=[CR1][NR1][CR1][CR1]=[CR1]1),$([NR1]1[CR1][NR1]=[CR1][CR1]=[CR1]1),$([NR1]1=[CR1][CR1]=[NR1][CR1][CR1]1),$([NR1]1=[CR1][CR1][NR1]=[CR1][CR1]1),$([NR1]1=[CR1][CR1][NR1][CR1]=[CR1]1),$([NR1]1[CR1]=[CR1][NR1][CR1]=[CR1]1)]	True	0.0	0.0	0.000604651162791	516000.0	0.190528256874
508	Dioxines (HS)	[$([OR1]1[OR1][CR1]=[CR1][CR1]=[CR1]1),$([OR1]1[CR1]=[CR1][OR1][CR1]=[CR1]1)]	True	0.0	0.0	0.0	516000.0	nan
510	Pyridazines (HS)	[nR1]1[nR1][cR1][cR1][cR1][cR1]1	True	0.0	0.0	0.00268410852713	516000.0	0.401845605658
511	Pyrimidines (HS)	[nR1]1[cR1][nR1][cR1][cR1][cR1]1	True	0.0	0.0	0.0176007751938	516000.0	1.0368049579
512	Pyrazines (HS)	[nR1]1[cR1][cR1][nR1][cR1][cR1]1	True	0.0	0.0	0.00207751937984	516000.0	0.353426989473
515	Hexahydrotriazines (HS)	[$([NR1]1[NR1][NR1][CR1][CR1][CR1]1),$([NR1]1[NR1][CR1][NR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1][NR1][CR1]1)]	True	0.0	0.0	0.000374031007752	516000.0	0.149834096857
516	Trioxanes (HS)	[$([OR1]1[OR1][OR1][CR1][CR1][CR1]1),$([OR1]1[OR1][CR1][OR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1][OR1][CR1]1)]	True	0.0	0.0	7.55813953488e-05	516000.0	0.0673440900141
517	Trithianes (HS)	[$([SR1]1[SR1][SR1][CR1][CR1][CR1]1),$([SR1]1[SR1][CR1][SR1][CR1][CR1]1),$([SR1]1[CR1][SR1][CR1][SR1][CR1]1)]	True	0.0	0.0	8.13953488372e-05	516000.0	0.0698864681361
520	Triazines (HS)	[$([nR1]1[nR1][nR1][cR1][cR1][cR1]1),$([nR1]1[nR1][cR1][nR1][cR1][cR1]1),$([nR1]1[cR1][nR1][cR1][nR1][cR1]1)]	True	0.0	0.0	0.00342441860465	516000.0	0.454060623897
523	Hexahydrotetrazines (HS)	[$([NR1]1[NR1][NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][CR1][NR1][NR1][CR1]1),$([NR1]1[NR1][NR1][CR1][NR1][CR1]1)]	True	0.0	0.0	5.03875968992e-05	516000.0	0.0549855266276
524	Tetroxanes (HS)	[$([OR1]1[OR1][OR1][OR1][CR1][CR1]1),$([OR1]1[OR1][CR1][OR1][OR1][CR1]1)]	True	0.0	0.0	0.000125968992248	516000.0	0.0869430367271
525	Tetrathianes (HS)	[$([SR1]1[SR1][SR1][SR1][CR1][CR1]1),$([SR1]1[SR1][CR1][SR1][SR1][CR1]1)]	True	0.0	0.0	1.5503875969e-05	516000.0	0.0304999504737
527	Tetrahydrotetrazines (HS)	[$([NR1]1=[NR1][NR1][NR1][CR1][CR1]1),$([NR1]1[NR1]=[NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][NR1][NR1][CR1][CR1]=1),$([NR1]1[NR1][NR1][NR1][CR1]=[CR1]1),$([NR1]1[NR1][NR1][CR1][NR1][CR1]=1),$([NR1]1[NR1][NR1][CR1][NR1]=[CR1]1),$([NR1]1[NR1]=[NR1][CR1][NR1][CR1]1),$([NR1]1[NR1]=[CR1][NR1][NR1][CR1]1),$([NR1]1=[NR1][CR1][NR1][NR1][CR1]1)]	True	0.0	0.0	0.000168604651163	516000.0	0.100588194192
529	Tetrazines (HS)	[$([nR1]1[nR1][nR1][nR1][cR1][cR1]1),$([nR1]1[nR1][nR1][cR1][nR1][cR1]1),$([nR1]1[nR1][cR1][nR1][nR1][cR1]1)]	True	0.0	0.0	6.78294573643e-05	516000.0	0.0637968923899
534	Pentazines	[nR1]1[nR1][nR1][nR1][nR1][cR1]1	True	0.0	0.0	0.0	516000.0	nan
539	Hexazines	[nR1]1[nR1][nR1][nR1][nR1][nR1]1	True	0.0	0.0	0.0	516000.0	nan
541	Dithiines (HS)	[$([SR1]1[SR1][CR1]=[CR1][CR1]=[CR1]1),$([SR1]1[CR1]=[CR1][SR1][CR1]=[CR1]1)]	True	0.0	0.0	5.81395348837e-05	516000.0	0.0590641591286
542	Dihydrotetrazines (HS)	[$([NR1]1=[NR1][NR1][NR1][CR1]=[CR1]1),$([NR1]1[NR1]=[NR1][NR1][CR1]=[CR1]1),$([NR1]1[NR1]=[NR1][NR1]=[CR1][CR1]1),$([NR1]1[NR1][NR1]=[NR1][CR1][CR1]=1),$([NR1]1[NR1][NR1][NR1]=[CR1][CR1]=1),$([NR1]1=[NR1][NR1]=[NR1][CR1][CR1]1),$([NR1]1=[NR1][NR1][CR1][NR1]=[CR1]1),$([NR1]1[NR1]=[NR1][CR1][NR1]=[CR1]1),$([NR1]1[NR1][NR1]=[CR1][NR1]=[CR1]1),$([NR1]1[NR1]=[NR1][CR1][NR1][CR1]=1),$([NR1]1[NR1][NR1]=[CR1][NR1][CR1]=1),$([NR1]1=[NR1][NR1]=[CR1][NR1][CR1]1),$([NR1]1=[NR1][NR1][CR1]=[NR1][CR1]1),$([NR1]1[NR1]=[CR1][NR1][NR1][CR1]=1),$([NR1]1[NR1][CR1]=[NR1][NR1][CR1]=1),$([NR1]1[NR1][CR1][NR1]=[NR1][CR1]=1),$([NR1]1=[NR1][CR1]=[NR1][NR1][CR1]1),$([NR1]1=[NR1][CR1][NR1]=[NR1][CR1]1)]	True	0.0	0.0	0.000131782945736	516000.0	0.0889270418097
543	Hexahydropentazines (HS)	[NR1]1[NR1][NR1][NR1][NR1][CR1]1	True	0.0	0.0	0.0	516000.0	nan
544	Pentoxanes (HS)	[OR1]1[OR1][OR1][OR1][OR1][CR1]1	True	0.0	0.0	0.0	516000.0	nan
545	Pentathianes (HS)	[SR1]1[SR1][SR1][SR1][SR1][CR1]1	True	0.0	0.0	0.0	516000.0	nan
546	Alkanes	NOT [!#6!#1] AND NOT [$([#6]=[#6]),$([#6]#[#6]),$(cc)]	True	0.0	0.0	0.00136434108527	516000.0	0.286308033902
547	Alkenes	[!#8!#7!#16][CX3]([!#8!#7!#16])=[CX3]([!#8!#7!#16])[!#8!#7!#16] AND NOT [$([CX3]=[CX2]=[CX3]),$([CX3]=[CX3][CX3]=[CX3]),$([CX3]=[CX3][CX4][CX3]=[CX3])]	True	4.0	0.0666666666667	0.0163468992248	516000.0	-3.07308035771
548	Cumulated alkadienes (1,2-alkadienes)	[CX3]=[CX2]=[CX3]	True	0.0	0.0	0.00290891472868	516000.0	0.41838261511
549	Allyl halides	[CX3]=[CX3][CX4][F,Cl,Br,I]	True	0.0	0.0	0.00740503875969	516000.0	0.669041522006
550	Allyl fluorides	[CX3]=[CX3][CX4]F	True	0.0	0.0	0.00312596899225	516000.0	0.433758239546
551	Allyl chlorides	[CX3]=[CX3][CX4]Cl	True	0.0	0.0	0.00257364341085	516000.0	0.393467917476
552	Allyl bromides	[CX3]=[CX3][CX4]Br	True	0.0	0.0	0.00168217054264	516000.0	0.317962703315
553	Allyl iodides	[CX3]=[CX3][CX4]I	True	0.0	0.0	0.000197674418605	516000.0	0.108916526834
554	Vinyl fluorides	F[CX3]=[CX3]	True	0.0	0.0	0.00239534883721	516000.0	0.379560243419
555	Vinyl chlorides	Cl[CX3]=[CX3]	True	0.0	0.0	0.00783914728682	516000.0	0.688523542002
556	Vinyl bromides	Br[CX3]=[CX3]	True	0.0	0.0	0.0041511627907	516000.0	0.500107873641
557	Vinyl iodides	I[CX3]=[CX3]	True	0.0	0.0	0.00116279069767	516000.0	0.264288955085
558	Alkynyl fluorides	F[CX2]#[CX2]	True	0.0	0.0	1.93798449612e-06	516000.0	0.0107832877681
559	Alkynyl chlorides	Cl[CX2]#[CX2]	True	0.0	0.0	9.10852713178e-05	516000.0	0.0739297914114
560	Alkynyl iodides	I[CX2]#[CX2]	True	0.0	0.0	0.000211240310078	516000.0	0.112592611689
561	Alkynyl bromides	Br[CX2]#[CX2]	True	0.0	0.0	0.00021511627907	516000.0	0.113621096278
562	Dialkylthioethers	[CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))][SX2][CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))]	True	1.0	0.0166666666667	0.0135658914729	516000.0	-0.207614058008
563	Alkylarylthioethers	[CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))][SX2]c	True	0.0	0.0	0.0209825581395	516000.0	1.13398964053
564	Diarylthioethers	c[SX2&!$([SX2r3])]c	True	0.0	0.0	0.00556395348837	516000.0	0.579400412704
565	1,2 - Diphenols	c([OH1])c([OH1])	True	0.0	0.0	0.00188759689922	516000.0	0.336853046035
566	1,3 - Diphenols	c([OH1])[aR1]c([OH1])	True	0.0	0.0	0.00268798449612	516000.0	0.402136423562
567	1,4 - Diphenols	c1([OH1])aac([OH1])aa1	True	0.0	0.0	0.00223062015504	516000.0	0.366246340366
568	1,2 - Dithiophenols	c([SH1])c([SH1])	True	0.0	0.0	9.68992248062e-06	516000.0	0.0241122579182
569	1,3 - Dithiophenols	c([SH1])[aR1]c([SH1])	True	0.0	0.0	3.1007751938e-05	516000.0	0.0431337779496
570	1,4 - Dithiophenols	c1([SH1])aac([SH1])aa1	True	0.0	0.0	1.93798449612e-06	516000.0	0.0107832877681
571	1,2 - Aminophenols	c([OH1])c[NX3]([#1,#6])[#1,#6]	True	0.0	0.0	0.000218992248062	516000.0	0.114640362157
